t_d	Normalized Data	t_d	ΔT_ph	ΔT_e	ΔT_m
0	0	0.359429714857428	16.4586474161498	47.4511218686045	41.2785378541814
0	0	0.361180590295148	16.4855632431569	47.3535921204034	41.3053630141927
0	0	0.362931465732866	16.5123505543091	47.2559048816939	41.3316442685117
0	0	0.364682341170585	16.5390093667062	47.1580731749611	41.3573833373146
0	0	0.366433216608304	16.5655397086317	47.0601070188534	41.3825819834852
0	0	0.368184092046023	16.5919416169703	46.9620141562977	41.4072420008136
0	0	0.369934967483742	16.6182151352363	46.8638005773806	41.4313652050098
0	0	0.371685842921461	16.6443602714604	46.7653893633647	41.4549532485921
0	0	0.373436718359179	16.6703769453889	46.6666806243067	41.4780073900856
0	0	0.375187593796899	16.6962650114444	46.5676436708644	41.5005285964781
0	0	0.376938469234617	16.7220242999131	46.4682606956604	41.5225177237981
0	0	0.378689344672336	16.7476546262505	46.3685189820467	41.5439755570181
0	0	0.380440220110055	16.7731557955727	46.2684095654448	41.564902829831
0	0	0.382191095547774	16.7985276058728	46.16792623455	41.5853002392114
0	0	0.383941970985493	16.8237698503828	46.0670648491335	41.6051684562216
0	0	0.385692846423212	16.8488823193358	45.9658228089174	41.624508134099
0	0	0.38744372186093	16.8738648012873	45.8641986862037	41.6433199143268
0	0	0.389194597298649	16.898717084112	45.7621919297185	41.661604431212
0	0	0.390945472736368	16.923438955758	45.6598026602062	41.6793623153366
0	0	0.392696348174087	16.9480302071778	45.5570362434109	41.6965942065282
0	0	0.394447223611806	16.9724906374257	45.4539030489384	41.7133007762402
0	0	0.396198099049525	16.9968200545628	45.3504102610384	41.7294827314204
0	0	0.397948974487243	17.0210182723129	45.2465615783827	41.7451407998004
0	0	0.399699849924962	17.0450851080621	45.1423602477635	41.7602757211975
0	0	0.401450725362682	17.0690203824514	45.0378091960889	41.7748882457634
0	0	0.4032016008004	17.0928239190926	44.9329111103937	41.7889791327038
0	0	0.404952476238119	17.1164955443594	44.8276684988778	41.8025491493131
0	0	0.406703351675838	17.1400350872287	44.722083730953	41.8155990702353
0	0	0.408454227113557	17.1634423791589	44.616159069297	41.8281296768869
0	0	0.410205102551276	17.186717253992	44.5098966910655	41.8401417570005
0	0	0.411955977988994	17.2098595478771	44.4032987056039	41.8516361042562
